DataAcc	bamAcc	bamFinal	bname	fname	runID	sampleID	RPKMFile	hasRPKMFile	bamHeader	npkFile	alias	header	genome	RPKMFileSize	BamFileSize	blacklisted
151CS24	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-205_S24/INPUT-205_S24_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-205_S24/INPUT-205_S24_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	INPUT-205_S24_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-205_S24/INPUT-205_S24_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151C	S24	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-205_S24/INPUT-205_S24_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		INPUT-205	151C_S24_INPUT-205	Ath-TAIR10	5628139	58939237	False
151CS23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-503_S23/INPUT-503_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-503_S23/INPUT-503_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	INPUT-503_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-503_S23/INPUT-503_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151C	S23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/INPUT-503_S23/INPUT-503_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		INPUT-503	151C_S23_INPUT-503	Ath-TAIR10	2254204	32091839	False
151CS22	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP1506-37C_S22/NP1506-37C_S22_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP1506-37C_S22/NP1506-37C_S22_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	NP1506-37C_S22_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP1506-37C_S22/NP1506-37C_S22_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151C	S22	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP1506-37C_S22/NP1506-37C_S22_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		NP1506-37C	151C_S22_NP1506-37C	Ath-TAIR10	2313916	25952248	False
151CS21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C-H202_S21/NP15064C-H202_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C-H202_S21/NP15064C-H202_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	NP15064C-H202_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C-H202_S21/NP15064C-H202_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151C	S21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C-H202_S21/NP15064C-H202_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		NP15064C-H202	151C_S21_NP15064C-H202	Ath-TAIR10	4595250	48947369	False
151CS20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C_S20/NP15064C_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C_S20/NP15064C_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	NP15064C_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C_S20/NP15064C_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151C	S20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151C/NP15064C_S20/NP15064C_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		NP15064C	151C_S20_NP15064C	Ath-TAIR10	4473063	47356938	False
151CRS3	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DBMIB-ZT1_S3/1506-HSF1-DBMIB-ZT1_S3_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DBMIB-ZT1_S3/1506-HSF1-DBMIB-ZT1_S3_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	1506-HSF1-DBMIB-ZT1_S3_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DBMIB-ZT1_S3/1506-HSF1-DBMIB-ZT1_S3_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S3	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DBMIB-ZT1_S3/1506-HSF1-DBMIB-ZT1_S3_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		1506-HSF1-DBMIB-ZT1	151CR_S3_1506-HSF1-DBMIB-ZT1	Ath-TAIR10	49992360	1238785451	False
151CRS4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DCMU-ZT1_S4/1506-HSF1-DCMU-ZT1_S4_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DCMU-ZT1_S4/1506-HSF1-DCMU-ZT1_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	1506-HSF1-DCMU-ZT1_S4_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DCMU-ZT1_S4/1506-HSF1-DCMU-ZT1_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-DCMU-ZT1_S4/1506-HSF1-DCMU-ZT1_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		1506-HSF1-DCMU-ZT1	151CR_S4_1506-HSF1-DCMU-ZT1	Ath-TAIR10	47404912	1048889074	False
151CRS5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-H202-ZT1_S5/1506-HSF1-H202-ZT1_S5_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-H202-ZT1_S5/1506-HSF1-H202-ZT1_S5_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	1506-HSF1-H202-ZT1_S5_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-H202-ZT1_S5/1506-HSF1-H202-ZT1_S5_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-H202-ZT1_S5/1506-HSF1-H202-ZT1_S5_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		1506-HSF1-H202-ZT1	151CR_S5_1506-HSF1-H202-ZT1	Ath-TAIR10	45875319	918159665	False
151CRS1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT-1_S1/1506-HSF1-Mock-ZT-1_S1_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT-1_S1/1506-HSF1-Mock-ZT-1_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	1506-HSF1-Mock-ZT-1_S1_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT-1_S1/1506-HSF1-Mock-ZT-1_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT-1_S1/1506-HSF1-Mock-ZT-1_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		1506-HSF1-Mock-ZT-1	151CR_S1_1506-HSF1-Mock-ZT-1	Ath-TAIR10	47511438	1049757049	False
151CRS2	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT1_S2/1506-HSF1-Mock-ZT1_S2_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT1_S2/1506-HSF1-Mock-ZT1_S2_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	1506-HSF1-Mock-ZT1_S2_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT1_S2/1506-HSF1-Mock-ZT1_S2_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S2	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-Mock-ZT1_S2/1506-HSF1-Mock-ZT1_S2_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		1506-HSF1-Mock-ZT1	151CR_S2_1506-HSF1-Mock-ZT1	Ath-TAIR10	43621944	810159134	False
151CRS6	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-NTC-ZT2_S6/1506-HSF1-NTC-ZT2_S6_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-NTC-ZT2_S6/1506-HSF1-NTC-ZT2_S6_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	1506-HSF1-NTC-ZT2_S6_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-NTC-ZT2_S6/1506-HSF1-NTC-ZT2_S6_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S6	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-NTC-ZT2_S6/1506-HSF1-NTC-ZT2_S6_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		1506-HSF1-NTC-ZT2	151CR_S6_1506-HSF1-NTC-ZT2	Ath-TAIR10	46675889	977696044	False
151CRS7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-wounded-ZT2_S7/1506-HSF1-wounded-ZT2_S7_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-wounded-ZT2_S7/1506-HSF1-wounded-ZT2_S7_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	1506-HSF1-wounded-ZT2_S7_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-wounded-ZT2_S7/1506-HSF1-wounded-ZT2_S7_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/1506-HSF1-wounded-ZT2_S7/1506-HSF1-wounded-ZT2_S7_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		1506-HSF1-wounded-ZT2	151CR_S7_1506-HSF1-wounded-ZT2	Ath-TAIR10	47765024	1056512590	False
151CRS8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/3-1NP-ICEDAP-gICE-4C_S8/3-1NP-ICEDAP-gICE-4C_S8_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/3-1NP-ICEDAP-gICE-4C_S8/3-1NP-ICEDAP-gICE-4C_S8_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	3-1NP-ICEDAP-gICE-4C_S8_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/3-1NP-ICEDAP-gICE-4C_S8/3-1NP-ICEDAP-gICE-4C_S8_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/3-1NP-ICEDAP-gICE-4C_S8/3-1NP-ICEDAP-gICE-4C_S8_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		3-1NP-ICEDAP-gICE-4C	151CR_S8_3-1NP-ICEDAP-gICE-4C	Ath-TAIR10	45981946	911166625	False
151CRS9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/4-1NP-ICE-DAP-gICE-RT_S9/4-1NP-ICE-DAP-gICE-RT_S9_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/4-1NP-ICE-DAP-gICE-RT_S9/4-1NP-ICE-DAP-gICE-RT_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	4-1NP-ICE-DAP-gICE-RT_S9_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/4-1NP-ICE-DAP-gICE-RT_S9/4-1NP-ICE-DAP-gICE-RT_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/4-1NP-ICE-DAP-gICE-RT_S9/4-1NP-ICE-DAP-gICE-RT_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		4-1NP-ICE-DAP-gICE-RT	151CR_S9_4-1NP-ICE-DAP-gICE-RT	Ath-TAIR10	43726322	827725858	False
151CRS16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/427_S16/427_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/427_S16/427_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	427_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/427_S16/427_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/427_S16/427_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		427	151CR_S16_427	Ath-TAIR10	18299866	191333169	False
151CRS22	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-205_S22/INPUT-205_S22_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-205_S22/INPUT-205_S22_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	INPUT-205_S22_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-205_S22/INPUT-205_S22_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S22	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-205_S22/INPUT-205_S22_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		INPUT-205	151CR_S22_INPUT-205	Ath-TAIR10	37779166	569186267	False
151CRS21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-503_S21/INPUT-503_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-503_S21/INPUT-503_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	INPUT-503_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-503_S21/INPUT-503_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/INPUT-503_S21/INPUT-503_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		INPUT-503	151CR_S21_INPUT-503	Ath-TAIR10	4727581	52216535	False
151CRS20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C-H202_S20/NP15064C-H202_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C-H202_S20/NP15064C-H202_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	NP15064C-H202_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C-H202_S20/NP15064C-H202_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C-H202_S20/NP15064C-H202_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		NP15064C-H202	151CR_S20_NP15064C-H202	Ath-TAIR10	26800877	316965783	False
151CRS19	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C_S19/NP15064C_S19_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C_S19/NP15064C_S19_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	NP15064C_S19_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C_S19/NP15064C_S19_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S19	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/NP15064C_S19/NP15064C_S19_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		NP15064C	151CR_S19_NP15064C	Ath-TAIR10	24922781	286587945	False
151CRS10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/TP1-22-ZT8_S10/TP1-22-ZT8_S10_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/TP1-22-ZT8_S10/TP1-22-ZT8_S10_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-22-ZT8_S10_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/TP1-22-ZT8_S10/TP1-22-ZT8_S10_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	151CR	S10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/151CR/TP1-22-ZT8_S10/TP1-22-ZT8_S10_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-22-ZT8	151CR_S10_TP1-22-ZT8	Ath-TAIR10	31804858	417006719	False
